Student_ID,Gender,Branch,CGPA,Internships,Backlogs,Programming_Skills,Aptitude_Score,Communication_Skills,Extra_Certifications,Placement_Status
STU0356,Female,ECE,7.42,3,1,Advanced,75.1,Average,0,Placed
STU0357,Male,ECE,6.62,1,4,Intermediate,85.5,Good,0,Placed
STU0358,Male,ME,7.58,0,4,Intermediate,57.7,Good,3,Placed
STU0359,Female,IT,8.08,0,3,Advanced,35.0,Good,3,Placed
STU0360,Male,CSE,7.59,0,0,Beginner,86.5,Good,3,Placed
STU0361,Male,ME,6.33,1,4,Beginner,52.8,Average,5,Not Placed
STU0362,Female,ME,7.27,2,0,Intermediate,59.6,Good,4,Placed
STU0363,Male,CE,8.13,3,4,Beginner,69.8,Average,3,Placed
STU0364,Male,ECE,9.2,0,0,Advanced,55.0,Poor,4,Placed
STU0365,Female,ME,6.79,1,0,Beginner,51.9,Average,2,Not Placed
STU0366,Male,ME,7.86,1,2,Intermediate,52.1,Good,0,Placed
STU0367,Female,IT,8.13,1,0,Intermediate,92.9,Good,0,Placed
STU0368,Female,IT,6.19,1,0,Beginner,82.4,Poor,1,Not Placed
STU0369,Male,CSE,8.78,1,0,Intermediate,73.6,Good,2,Placed
STU0370,Male,CE,5.93,1,0,Beginner,32.2,Good,3,Placed
STU0371,Male,CSE,7.81,0,0,Intermediate,73.7,Average,3,Placed
STU0372,Male,IT,7.31,2,0,Beginner,72.9,Average,5,Placed
STU0373,Male,ECE,7.06,0,1,Advanced,45.8,Good,2,Not Placed
STU0374,Female,IT,9.55,1,0,Advanced,68.9,Average,3,Placed
STU0375,Male,CE,6.7,1,2,Beginner,80.8,Poor,1,Not Placed
STU0376,Male,IT,6.68,1,0,Beginner,73.5,Good,4,Placed
STU0377,Female,CE,8.33,3,4,Intermediate,54.8,Good,0,Placed
STU0378,Male,CE,7.76,2,4,Beginner,65.2,Average,2,Not Placed
STU0379,Female,CE,8.28,2,0,Advanced,76.0,Good,0,Placed
STU0380,Male,CE,7.12,1,3,Intermediate,65.9,Average,4,Not Placed
STU0381,Male,CE,7.32,2,3,Intermediate,83.8,Poor,2,Not Placed
STU0382,Female,ECE,8.9,1,5,Advanced,70.9,Average,4,Placed
STU0383,Female,CSE,6.16,2,1,Intermediate,76.3,Average,3,Placed
STU0384,Female,ME,6.9,1,0,Advanced,77.3,Good,3,Placed
STU0385,Female,CSE,7.8,3,2,Advanced,49.0,Poor,3,Placed
STU0386,Female,CE,6.8,3,2,Beginner,65.7,Average,4,Not Placed
STU0387,Male,ECE,6.43,2,2,Beginner,60.0,Average,4,Not Placed
STU0388,Male,IT,7.62,0,0,Advanced,80.7,Good,4,Placed
STU0389,Female,ECE,8.34,0,4,Advanced,71.9,Poor,0,Placed
STU0390,Female,CE,6.86,2,5,Beginner,62.2,Poor,4,Not Placed
STU0391,Female,ECE,6.83,0,0,Advanced,45.8,Average,3,Not Placed
STU0392,Male,ECE,6.35,2,0,Intermediate,41.0,Good,1,Placed
STU0393,Male,CE,6.7,1,0,Beginner,69.7,Average,4,Not Placed
STU0394,Female,ECE,8.08,1,3,Advanced,54.2,Average,1,Placed
STU0395,Male,ME,7.08,3,2,Beginner,75.0,Poor,3,Not Placed
STU0396,Female,ME,6.2,1,2,Advanced,40.4,Good,4,Placed
STU0397,Female,ECE,7.26,1,1,Beginner,88.9,Poor,0,Not Placed
STU0398,Male,IT,8.05,1,1,Intermediate,75.0,Average,0,Placed
STU0399,Female,CE,6.44,1,0,Beginner,66.5,Average,1,Not Placed
STU0400,Female,ME,5.67,2,1,Intermediate,90.2,Average,5,Placed
STU0401,Male,IT,9.19,0,3,Intermediate,79.2,Good,0,Placed
STU0402,Female,ECE,5.62,3,5,Beginner,57.9,Average,0,Not Placed
STU0403,Male,IT,6.64,2,4,Intermediate,66.2,Good,0,Not Placed
STU0404,Female,CSE,7.23,1,4,Intermediate,35.5,Good,3,Placed
STU0405,Male,ME,6.73,2,1,Beginner,81.0,Average,0,Not Placed
STU0406,Female,ECE,6.93,1,1,Advanced,60.6,Good,2,Placed
STU0407,Male,CE,7.58,1,2,Intermediate,35.3,Good,4,Placed
STU0408,Male,ECE,4.61,3,4,Intermediate,47.3,Good,0,Not Placed
STU0409,Female,CE,5.73,0,0,Intermediate,78.1,Average,5,Not Placed
STU0410,Male,ECE,7.04,0,0,Intermediate,89.2,Average,5,Not Placed
STU0411,Male,IT,6.6,1,0,Beginner,65.3,Average,0,Not Placed
STU0412,Female,IT,7.13,1,2,Intermediate,50.3,Good,0,Not Placed
STU0413,Female,IT,7.23,1,0,Intermediate,43.7,Average,2,Not Placed
STU0414,Male,CSE,4.88,2,0,Intermediate,86.2,Average,0,Placed
STU0415,Female,CE,8.27,1,0,Advanced,71.7,Average,0,Placed
STU0416,Male,IT,6.5,1,0,Intermediate,60.0,Average,4,Placed
STU0417,Male,CSE,6.13,0,4,Beginner,56.5,Average,5,Not Placed
STU0418,Male,CE,7.21,1,0,Beginner,75.1,Poor,2,Not Placed
STU0419,Female,ECE,7.11,0,2,Beginner,74.7,Average,5,Not Placed
STU0420,Female,CSE,8.2,0,2,Beginner,51.6,Good,2,Not Placed
STU0421,Female,ME,7.27,1,4,Intermediate,47.9,Average,5,Not Placed
STU0422,Female,CSE,8.16,0,0,Beginner,48.6,Good,0,Not Placed
STU0423,Male,CSE,6.06,0,5,Beginner,58.0,Poor,5,Not Placed
STU0424,Male,CE,7.14,0,1,Beginner,54.7,Average,5,Not Placed
STU0425,Male,ECE,5.89,3,5,Beginner,89.3,Good,2,Not Placed
STU0426,Male,ME,7.1,3,4,Beginner,57.4,Good,1,Not Placed
STU0427,Male,IT,6.89,1,0,Beginner,46.3,Average,2,Not Placed
STU0428,Female,IT,6.84,3,0,Intermediate,47.1,Good,2,Placed
STU0429,Male,CSE,6.85,2,0,Intermediate,62.2,Good,2,Placed
STU0430,Male,CE,7.74,1,1,Beginner,37.7,Good,3,Placed
STU0431,Male,CE,5.39,0,0,Intermediate,64.1,Average,3,Not Placed
STU0432,Female,IT,6.1,2,0,Intermediate,45.0,Poor,3,Placed
STU0433,Female,ME,6.96,2,1,Beginner,82.4,Average,2,Not Placed
STU0434,Male,ECE,5.82,1,0,Beginner,66.7,Average,1,Not Placed
STU0435,Male,ME,7.05,2,0,Intermediate,96.8,Poor,2,Placed
STU0436,Female,ECE,6.95,1,1,Intermediate,61.6,Good,0,Not Placed
STU0437,Male,IT,5.6,2,0,Beginner,20.0,Poor,1,Not Placed
STU0438,Female,ECE,5.55,3,0,Beginner,86.9,Average,3,Placed
STU0439,Female,CE,4.38,1,1,Advanced,72.5,Average,5,Placed
STU0440,Male,CSE,5.78,2,1,Beginner,74.9,Good,5,Placed
STU0441,Male,CSE,7.01,1,4,Beginner,50.0,Average,4,Not Placed
STU0442,Female,IT,7.16,1,1,Advanced,64.4,Good,1,Placed
STU0443,Male,CE,7.2,2,1,Advanced,67.8,Average,3,Placed
STU0444,Male,ME,6.22,0,1,Intermediate,61.4,Good,1,Not Placed
STU0445,Female,CE,6.98,1,3,Intermediate,39.0,Good,1,Not Placed
STU0446,Female,CSE,7.4,0,4,Beginner,100.0,Average,5,Not Placed
STU0447,Female,CSE,5.73,1,4,Beginner,77.5,Good,2,Not Placed
STU0448,Female,CE,7.12,1,2,Intermediate,71.3,Poor,0,Not Placed
STU0449,Male,CE,7.66,2,0,Beginner,84.7,Average,4,Placed
STU0450,Male,CSE,6.51,0,0,Intermediate,74.7,Poor,3,Not Placed
STU0451,Female,ME,8.06,1,0,Advanced,54.8,Average,1,Placed
STU0452,Male,IT,6.53,0,4,Advanced,83.7,Good,4,Placed
STU0453,Male,IT,6.14,2,2,Beginner,77.8,Poor,1,Not Placed
STU0454,Female,CE,7.56,3,2,Intermediate,55.4,Average,5,Placed
STU0455,Male,IT,9.03,3,0,Intermediate,76.9,Average,0,Placed
STU0456,Male,CSE,7.09,2,3,Advanced,61.4,Average,5,Placed
STU0457,Male,CSE,7.63,2,0,Beginner,68.1,Average,4,Placed
STU0458,Male,CE,6.49,0,0,Beginner,74.0,Good,3,Not Placed
STU0459,Male,CE,5.76,1,0,Beginner,85.5,Poor,1,Not Placed
STU0460,Male,CE,7.17,1,1,Intermediate,55.3,Average,0,Not Placed
STU0461,Male,ME,7.32,2,1,Intermediate,70.5,Average,5,Placed
STU0462,Female,IT,6.64,3,4,Intermediate,95.2,Average,4,Placed
STU0463,Female,CE,7.63,0,0,Intermediate,62.4,Average,5,Placed
STU0464,Male,ECE,6.35,3,1,Beginner,67.9,Good,1,Not Placed
STU0465,Female,ECE,6.1,1,1,Intermediate,95.2,Average,1,Not Placed
STU0466,Male,CSE,8.06,1,0,Beginner,74.6,Average,3,Placed
STU0467,Male,IT,8.07,0,3,Advanced,42.9,Poor,0,Not Placed
STU0468,Female,CE,6.37,0,3,Advanced,53.1,Average,2,Not Placed
STU0469,Male,ECE,8.72,1,2,Advanced,75.3,Good,5,Placed
STU0470,Female,IT,6.71,1,4,Advanced,71.3,Poor,1,Placed
STU0471,Male,CSE,7.08,0,2,Beginner,67.4,Average,4,Not Placed
STU0472,Female,ME,6.92,1,0,Beginner,97.4,Good,5,Placed
STU0473,Male,IT,7.52,2,2,Intermediate,55.7,Average,3,Placed
STU0474,Female,IT,7.27,2,0,Advanced,63.9,Average,3,Placed
STU0475,Male,ME,7.26,3,0,Beginner,35.6,Average,1,Not Placed
STU0476,Female,IT,5.98,1,0,Beginner,82.4,Poor,1,Not Placed
STU0477,Male,CSE,5.31,1,2,Advanced,53.0,Good,1,Placed
STU0478,Male,CSE,8.14,2,2,Beginner,80.9,Poor,2,Placed
STU0479,Female,ME,6.45,1,0,Intermediate,79.3,Good,1,Placed
STU0480,Male,CE,6.95,0,2,Intermediate,100.0,Average,5,Not Placed
STU0481,Female,ECE,7.33,0,4,Beginner,74.7,Good,5,Not Placed
STU0482,Female,CE,8.63,1,0,Beginner,59.7,Poor,0,Placed
STU0483,Male,IT,7.16,0,0,Intermediate,71.8,Average,4,Not Placed
STU0484,Female,ECE,6.61,1,3,Intermediate,53.6,Average,1,Not Placed
STU0485,Male,ME,6.48,0,0,Advanced,69.8,Average,5,Not Placed
STU0486,Female,ME,6.96,0,2,Intermediate,62.0,Average,5,Not Placed
STU0487,Male,ECE,6.09,1,0,Beginner,63.9,Good,5,Placed
STU0488,Male,CSE,7.03,1,1,Intermediate,51.5,Good,2,Not Placed
STU0489,Female,ECE,6.95,1,2,Intermediate,69.5,Poor,4,Not Placed
STU0490,Female,IT,8.64,0,2,Beginner,77.4,Poor,3,Not Placed
STU0491,Male,CSE,6.92,0,3,Intermediate,40.2,Good,5,Not Placed
STU0492,Female,ME,5.08,1,4,Beginner,54.7,Poor,1,Not Placed
STU0493,Male,ECE,9.67,1,3,Beginner,67.5,Good,5,Placed
STU0494,Male,CE,7.96,1,2,Beginner,29.8,Average,4,Placed
STU0495,Male,CE,9.08,1,0,Intermediate,91.1,Average,3,Placed
STU0496,Male,IT,5.84,3,1,Intermediate,54.3,Poor,2,Not Placed
STU0497,Male,CE,6.78,1,0,Intermediate,50.9,Average,0,Not Placed
STU0498,Male,ECE,7.67,1,3,Intermediate,61.9,Average,1,Placed
STU0499,Female,ECE,7.54,1,0,Advanced,67.1,Good,0,Placed
STU0500,Female,CE,7.31,1,1,Beginner,53.7,Good,2,Not Placed
STU0501,Female,ECE,4.8,1,0,Beginner,79.7,Poor,4,Placed
STU0502,Male,IT,5.29,1,3,Beginner,71.0,Poor,4,Not Placed
STU0503,Male,CSE,8.52,2,4,Beginner,52.4,Poor,2,Not Placed
STU0504,Female,IT,8.7,0,0,Intermediate,57.2,Good,5,Placed
STU0505,Female,IT,6.89,0,4,Intermediate,42.2,Average,2,Not Placed
STU0506,Male,ECE,8.39,1,0,Intermediate,46.2,Poor,1,Placed
STU0507,Female,CSE,5.98,2,1,Beginner,70.8,Average,3,Not Placed
STU0508,Female,ECE,6.21,0,4,Intermediate,52.6,Average,0,Not Placed
STU0509,Female,ME,5.9,3,0,Intermediate,92.1,Good,0,Placed
STU0510,Female,ECE,6.15,1,5,Beginner,66.1,Average,4,Not Placed
STU0511,Female,ECE,7.72,3,0,Intermediate,44.7,Average,5,Placed
STU0512,Male,ECE,6.14,3,0,Advanced,47.8,Average,4,Placed
STU0513,Female,CSE,9.24,1,4,Intermediate,80.8,Average,1,Placed
STU0514,Female,ECE,7.46,0,0,Intermediate,63.9,Poor,2,Not Placed
STU0515,Male,CSE,8.08,0,5,Intermediate,79.9,Poor,0,Not Placed
STU0516,Male,CE,7.49,0,5,Beginner,59.5,Average,1,Not Placed
STU0517,Male,ME,8.21,2,0,Intermediate,56.6,Poor,4,Placed
STU0518,Female,CSE,6.13,0,1,Beginner,81.8,Average,4,Not Placed
STU0519,Female,CE,8.45,1,0,Beginner,52.1,Average,0,Placed
STU0520,Male,CSE,7.14,1,1,Intermediate,72.3,Good,4,Placed
STU0521,Male,CSE,8.21,3,0,Advanced,61.8,Average,5,Placed
STU0522,Male,ME,5.56,0,0,Intermediate,78.2,Average,4,Not Placed
STU0523,Female,IT,7.18,0,0,Intermediate,92.3,Average,3,Not Placed
STU0524,Female,IT,7.15,0,1,Advanced,59.1,Average,2,Not Placed
STU0525,Female,CSE,6.38,3,5,Advanced,56.8,Poor,4,Placed
STU0526,Male,ECE,7.31,1,3,Intermediate,75.0,Good,3,Placed
STU0527,Male,CE,8.54,0,2,Beginner,48.8,Poor,1,Not Placed
STU0528,Male,ECE,6.3,0,1,Advanced,89.2,Average,4,Not Placed
STU0529,Male,ECE,7.96,0,3,Beginner,86.7,Good,5,Placed
STU0530,Female,CSE,5.87,0,0,Intermediate,50.0,Average,1,Not Placed
STU0531,Female,CSE,9.11,3,2,Beginner,41.3,Good,4,Placed
STU0532,Female,CSE,7.78,2,5,Intermediate,47.6,Average,0,Placed
STU0533,Female,CSE,8.73,1,0,Beginner,47.8,Good,3,Placed
STU0534,Male,IT,7.67,2,2,Intermediate,77.0,Good,3,Placed
STU0535,Female,CSE,7.39,0,3,Intermediate,88.2,Good,0,Not Placed
STU0536,Female,IT,7.79,2,4,Beginner,76.9,Good,2,Placed
STU0537,Female,IT,6.86,2,2,Intermediate,61.5,Good,5,Placed
STU0538,Male,CSE,5.38,1,0,Advanced,70.1,Good,3,Placed
STU0539,Male,ME,7.45,2,0,Advanced,52.0,Average,1,Placed
STU0540,Male,CE,6.24,0,0,Beginner,81.5,Poor,5,Not Placed
STU0541,Female,ECE,5.9,0,3,Intermediate,71.5,Average,3,Not Placed
STU0542,Female,IT,7.64,0,0,Intermediate,76.6,Good,2,Placed
STU0543,Male,CE,6.72,1,4,Intermediate,54.1,Good,1,Not Placed
STU0544,Female,ME,8.03,2,0,Beginner,62.5,Good,5,Placed
STU0545,Female,ECE,6.21,3,0,Intermediate,75.9,Good,1,Placed
STU0546,Male,ECE,6.53,1,1,Advanced,86.7,Poor,0,Placed
STU0547,Male,IT,8.15,2,2,Intermediate,55.9,Average,4,Placed
STU0548,Female,CSE,7.28,2,0,Intermediate,76.7,Average,0,Placed
STU0549,Male,ME,5.52,0,1,Intermediate,54.3,Poor,5,Not Placed
STU0550,Female,IT,7.26,1,1,Beginner,96.8,Average,4,Not Placed
STU0551,Male,ME,8.48,0,0,Intermediate,58.8,Good,0,Placed
STU0552,Female,CSE,6.52,1,0,Intermediate,74.7,Good,4,Placed
STU0553,Male,CSE,7.6,3,3,Beginner,67.5,Average,3,Placed
STU0554,Male,IT,6.15,0,1,Advanced,100.0,Poor,1,Not Placed
STU0555,Female,CSE,6.86,2,0,Beginner,68.4,Average,4,Not Placed
STU0556,Male,CE,8.09,1,3,Advanced,57.3,Average,3,Placed
STU0557,Male,ECE,7.22,1,5,Intermediate,74.6,Average,2,Not Placed
STU0558,Male,IT,8.29,1,2,Beginner,74.3,Poor,0,Placed
STU0559,Female,ME,7.43,1,1,Intermediate,62.6,Average,2,Not Placed
STU0560,Female,CE,9.22,0,4,Intermediate,48.6,Average,5,Not Placed
STU0561,Female,IT,5.44,0,5,Beginner,57.1,Good,3,Not Placed
STU0562,Male,CSE,6.78,0,3,Intermediate,78.2,Poor,2,Not Placed
STU0563,Male,CSE,5.92,1,1,Intermediate,38.8,Poor,2,Not Placed
STU0564,Male,CSE,5.98,0,1,Intermediate,61.3,Poor,3,Not Placed
STU0565,Male,CSE,5.99,2,2,Beginner,79.9,Average,1,Not Placed
STU0566,Male,ME,7.17,1,0,Intermediate,63.6,Average,4,Placed
STU0567,Male,CE,7.23,1,1,Beginner,97.6,Good,5,Placed
STU0568,Male,ECE,7.43,1,3,Intermediate,38.8,Average,5,Not Placed
STU0569,Female,ME,5.88,1,2,Beginner,50.6,Average,0,Not Placed
STU0570,Male,ME,6.68,3,1,Advanced,30.3,Average,4,Placed
STU0571,Male,ECE,6.04,0,2,Intermediate,94.9,Average,0,Not Placed
STU0572,Female,ECE,7.94,0,0,Intermediate,50.8,Poor,5,Placed
STU0573,Male,CSE,6.13,2,1,Intermediate,35.2,Average,4,Not Placed
STU0574,Female,ME,6.79,0,3,Beginner,55.8,Good,2,Not Placed
STU0575,Female,IT,7.56,0,0,Beginner,44.1,Good,1,Not Placed
STU0576,Female,ECE,6.38,1,0,Advanced,55.9,Good,2,Placed
STU0577,Male,ECE,7.69,0,5,Advanced,65.6,Average,1,Not Placed
STU0578,Female,CE,8.6,1,0,Beginner,77.1,Average,3,Placed
STU0579,Male,IT,7.19,0,0,Intermediate,62.4,Good,0,Not Placed
STU0580,Male,IT,7.9,2,5,Intermediate,65.4,Poor,0,Placed
STU0581,Male,ECE,4.93,2,2,Intermediate,56.3,Poor,3,Not Placed
STU0582,Female,CSE,6.57,1,2,Beginner,42.3,Poor,4,Not Placed
STU0583,Male,CE,7.18,1,4,Beginner,37.3,Average,3,Not Placed
STU0584,Male,IT,5.95,2,0,Beginner,59.5,Average,5,Not Placed
STU0585,Female,ECE,7.21,0,2,Advanced,66.3,Average,3,Not Placed
STU0586,Male,IT,8.06,2,1,Intermediate,58.4,Average,1,Placed
STU0587,Male,CE,5.12,2,3,Intermediate,37.9,Good,5,Placed
STU0588,Male,CE,5.81,2,1,Advanced,68.0,Poor,3,Placed
STU0589,Male,ME,7.18,1,2,Intermediate,89.4,Average,0,Not Placed
STU0590,Male,ECE,7.46,0,1,Advanced,63.3,Average,2,Not Placed
STU0591,Male,CE,7.74,1,1,Intermediate,56.3,Average,1,Placed
STU0592,Female,ME,7.11,2,3,Beginner,64.1,Average,1,Not Placed
STU0593,Male,ME,7.46,0,2,Advanced,48.4,Good,4,Not Placed
STU0594,Male,IT,7.9,2,2,Intermediate,47.5,Poor,2,Placed
STU0595,Female,IT,6.59,0,1,Beginner,71.8,Good,1,Not Placed
STU0596,Male,ME,6.39,0,1,Intermediate,79.9,Average,3,Not Placed
STU0597,Female,IT,6.83,0,2,Beginner,62.8,Poor,1,Not Placed
STU0598,Male,CE,7.2,0,3,Intermediate,35.4,Good,1,Not Placed
STU0599,Male,CSE,6.34,1,2,Advanced,70.3,Average,1,Placed
STU0600,Male,CE,6.61,0,4,Advanced,96.0,Poor,4,Not Placed
STU0601,Male,ME,7.4,3,3,Advanced,61.3,Poor,1,Not Placed
STU0602,Male,ME,7.16,1,1,Beginner,62.3,Poor,1,Not Placed
STU0603,Male,CE,6.81,0,2,Intermediate,51.9,Average,4,Not Placed
STU0604,Male,IT,5.26,1,4,Beginner,72.2,Poor,5,Not Placed
STU0605,Male,IT,7.0,2,2,Advanced,54.9,Average,2,Not Placed
STU0606,Male,ME,6.03,2,3,Intermediate,80.3,Poor,5,Placed
STU0607,Male,ECE,7.98,0,2,Intermediate,55.1,Good,0,Not Placed
STU0608,Male,IT,6.69,2,1,Intermediate,70.1,Good,4,Placed
STU0609,Male,CE,6.0,2,0,Intermediate,64.3,Good,4,Placed
STU0610,Female,IT,6.94,0,1,Intermediate,88.3,Poor,1,Not Placed
STU0611,Male,CE,8.27,0,5,Advanced,71.1,Good,1,Placed
STU0612,Female,ME,7.63,1,2,Advanced,85.8,Average,0,Placed
STU0613,Female,IT,7.22,0,1,Beginner,66.6,Good,1,Not Placed
STU0614,Male,CE,5.67,2,4,Intermediate,62.4,Average,3,Not Placed
STU0615,Female,ME,8.62,1,1,Advanced,64.4,Average,1,Placed
STU0616,Female,ECE,6.38,3,1,Beginner,53.4,Good,1,Not Placed
STU0617,Male,CE,7.93,1,3,Intermediate,73.0,Poor,3,Placed
STU0618,Male,ECE,6.67,0,2,Beginner,54.6,Average,0,Not Placed
STU0619,Female,ECE,7.84,0,0,Intermediate,66.7,Good,3,Placed
STU0620,Female,CSE,8.31,1,1,Beginner,77.8,Good,4,Placed
STU0621,Male,IT,7.65,2,1,Intermediate,88.8,Good,3,Placed
STU0622,Male,CE,7.76,2,0,Beginner,67.4,Average,2,Placed
STU0623,Male,ECE,6.9,0,1,Intermediate,77.9,Average,4,Not Placed
STU0624,Male,CSE,6.57,0,1,Advanced,76.1,Poor,1,Not Placed
STU0625,Female,ME,7.14,0,0,Advanced,59.3,Average,4,Not Placed
STU0626,Male,CE,6.66,1,1,Advanced,96.6,Average,0,Placed
STU0627,Male,ECE,9.47,0,0,Intermediate,56.4,Average,0,Not Placed
STU0628,Female,IT,6.01,1,1,Beginner,66.4,Poor,3,Not Placed
STU0629,Male,CSE,8.0,1,4,Beginner,86.8,Average,4,Placed
STU0630,Male,ECE,7.52,3,2,Advanced,86.4,Good,1,Placed
STU0631,Female,IT,7.23,1,0,Intermediate,65.2,Good,0,Placed
STU0632,Female,ECE,8.48,0,0,Beginner,79.9,Good,5,Placed
STU0633,Male,CE,7.3,1,0,Intermediate,61.6,Good,1,Placed
STU0634,Male,CE,6.37,1,1,Beginner,57.7,Average,5,Not Placed
STU0635,Male,CE,7.29,1,0,Beginner,46.8,Good,2,Not Placed
STU0636,Male,CSE,6.82,3,1,Advanced,75.9,Average,5,Placed
STU0637,Male,CE,7.5,2,0,Advanced,77.4,Good,0,Placed
STU0638,Male,IT,7.81,0,3,Intermediate,56.5,Good,3,Placed
STU0639,Male,ECE,6.14,0,0,Advanced,69.0,Good,2,Not Placed
STU0640,Male,ME,8.2,1,0,Intermediate,100.0,Average,4,Placed
STU0641,Male,IT,6.75,2,3,Intermediate,82.2,Poor,1,Not Placed
STU0642,Male,IT,7.44,0,0,Beginner,51.5,Poor,0,Not Placed
STU0643,Male,CE,7.62,1,0,Beginner,80.0,Poor,2,Placed
STU0644,Male,CSE,7.37,1,1,Intermediate,51.5,Poor,2,Not Placed
STU0645,Male,ECE,6.89,0,1,Advanced,21.6,Poor,0,Not Placed
STU0646,Female,CSE,6.51,1,2,Intermediate,64.7,Average,4,Not Placed
STU0647,Male,ECE,6.73,3,0,Beginner,88.4,Average,4,Placed
STU0648,Female,ECE,8.57,0,1,Beginner,86.0,Good,3,Placed
STU0649,Female,CSE,6.13,1,0,Advanced,70.7,Average,5,Placed
STU0650,Male,IT,6.28,1,0,Beginner,56.9,Average,4,Not Placed
STU0651,Male,ECE,6.24,2,4,Intermediate,72.3,Good,3,Placed
STU0652,Male,CSE,7.14,3,2,Beginner,61.0,Average,5,Not Placed
STU0653,Male,ECE,5.48,1,0,Beginner,57.3,Good,2,Not Placed
STU0654,Female,ME,5.65,2,1,Intermediate,80.9,Poor,0,Not Placed
STU0655,Male,IT,6.74,1,0,Intermediate,57.1,Poor,4,Placed
STU0656,Male,CE,5.71,1,4,Intermediate,81.9,Average,3,Placed
STU0657,Male,ECE,5.79,0,0,Beginner,56.1,Poor,2,Not Placed
STU0658,Male,ME,5.72,0,0,Advanced,95.9,Average,4,Placed
STU0659,Female,CE,6.15,0,1,Beginner,40.4,Average,1,Not Placed
STU0660,Male,CE,7.73,1,1,Intermediate,50.6,Average,2,Placed
STU0661,Male,ECE,7.96,0,1,Advanced,62.7,Poor,4,Placed
STU0662,Female,CSE,8.92,3,0,Beginner,35.2,Average,2,Placed
STU0663,Female,ECE,8.88,0,0,Advanced,26.4,Average,0,Placed
STU0664,Male,ME,7.79,0,1,Beginner,35.4,Average,0,Not Placed
STU0665,Male,CE,8.03,1,0,Intermediate,60.6,Poor,0,Placed
STU0666,Male,ECE,7.13,2,4,Intermediate,61.0,Poor,5,Not Placed
STU0667,Male,CSE,7.52,0,0,Advanced,70.0,Poor,1,Placed
STU0668,Male,ECE,8.94,1,1,Beginner,62.0,Poor,0,Not Placed
STU0669,Male,IT,7.37,3,2,Intermediate,69.5,Good,1,Not Placed
STU0670,Male,CSE,8.15,0,0,Advanced,58.2,Poor,0,Placed
STU0671,Male,ME,6.07,1,2,Intermediate,75.7,Good,5,Placed
STU0672,Female,CE,6.33,2,3,Intermediate,73.9,Good,2,Placed
STU0673,Male,ECE,7.31,0,0,Beginner,60.1,Poor,4,Not Placed
STU0674,Male,CSE,7.15,1,4,Intermediate,73.0,Average,4,Placed
STU0675,Male,IT,6.38,1,1,Beginner,62.1,Good,0,Not Placed
STU0676,Female,CSE,9.41,1,0,Beginner,42.2,Good,4,Placed
STU0677,Male,IT,7.17,0,1,Intermediate,78.6,Average,0,Not Placed
STU0678,Male,ME,6.56,0,0,Intermediate,51.4,Good,0,Not Placed
STU0679,Female,CE,7.15,1,2,Advanced,78.4,Good,3,Placed
STU0680,Female,ME,7.03,0,3,Advanced,69.9,Average,3,Not Placed
STU0681,Female,ECE,7.19,2,3,Intermediate,63.7,Good,3,Placed
STU0682,Male,CSE,5.41,1,5,Advanced,36.8,Average,1,Not Placed
STU0683,Male,IT,8.29,1,3,Intermediate,88.1,Average,3,Placed
STU0684,Female,IT,8.35,2,2,Beginner,59.6,Good,0,Placed
STU0685,Female,CSE,8.47,1,0,Intermediate,74.5,Good,5,Placed
STU0686,Male,CSE,7.33,0,1,Beginner,63.3,Average,5,Not Placed
STU0687,Male,ECE,7.66,3,0,Intermediate,60.9,Poor,2,Placed
STU0688,Male,ME,6.13,0,2,Advanced,67.9,Average,3,Not Placed
STU0689,Female,IT,7.83,0,1,Intermediate,65.4,Good,5,Placed
STU0690,Male,ECE,7.25,2,0,Advanced,61.0,Average,3,Placed
STU0691,Male,ME,6.54,1,0,Beginner,64.2,Good,2,Not Placed
STU0692,Male,ECE,7.86,1,0,Intermediate,71.4,Good,5,Placed
STU0693,Male,IT,7.9,0,1,Beginner,72.5,Average,0,Not Placed
STU0694,Male,CSE,7.06,1,1,Intermediate,65.7,Poor,1,Not Placed
STU0695,Male,CSE,7.44,0,2,Intermediate,74.3,Average,3,Not Placed
STU0696,Female,ME,5.97,3,1,Intermediate,58.6,Average,5,Not Placed
STU0697,Male,CE,8.24,0,2,Beginner,98.4,Average,5,Not Placed
STU0698,Male,ME,6.1,2,0,Beginner,87.3,Average,2,Not Placed
STU0699,Male,CE,6.29,1,0,Beginner,76.4,Average,0,Not Placed
STU0700,Male,ECE,7.06,2,1,Intermediate,35.9,Average,4,Not Placed
STU0701,Male,ECE,8.11,2,1,Advanced,74.1,Average,5,Placed
STU0702,Male,IT,8.11,1,0,Beginner,60.0,Average,1,Placed
STU0703,Male,CE,7.0,1,0,Intermediate,50.3,Poor,2,Not Placed
STU0704,Male,IT,7.77,0,0,Advanced,59.6,Average,5,Placed
STU0705,Male,CSE,5.31,0,1,Intermediate,52.0,Average,5,Not Placed
STU0706,Female,CE,6.28,2,0,Intermediate,72.6,Average,2,Placed
STU0707,Male,ME,6.3,2,2,Advanced,89.2,Poor,2,Placed
STU0708,Female,CSE,8.25,1,3,Beginner,77.4,Good,3,Placed
STU0709,Male,CSE,7.65,0,0,Beginner,100.0,Average,5,Placed
STU0710,Female,ME,7.18,1,5,Beginner,41.7,Average,4,Not Placed
STU0711,Female,CSE,7.28,1,1,Advanced,57.4,Good,1,Placed
